Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:local:Post+Malone:Post+Malone+-+Unreleased:Post+Malone+-+Remember+-+Unreleased:194,"Post Malone - Remember - Unreleased","Post Malone - Unreleased","Post Malone",,194000,0,false,21opbfqensrqobjzl3lumijsy,2022-03-24T17:37:57Z,"","undefined",,,,,,,,,,,,
spotify:local:Post+Malone:Post+Malone+-+Unreleased:Post+Malone+-+Take+My+Heart+-+Ft.+Juice+Wrld+-+Unreleased:209,"Post Malone - Take My Heart - Ft. Juice Wrld - Unreleased","Post Malone - Unreleased","Post Malone",,209000,0,false,21opbfqensrqobjzl3lumijsy,2022-03-24T17:37:59Z,"","undefined",,,,,,,,,,,,
spotify:local:Post+Malone:Post+Malone+-+Unreleased:Post+Malone+-+Kurt+Cobain+-+Unreleased:121,"Post Malone - Kurt Cobain - Unreleased","Post Malone - Unreleased","Post Malone",,121000,0,false,21opbfqensrqobjzl3lumijsy,2022-03-24T17:38:01Z,"","undefined",,,,,,,,,,,,
spotify:local:::Travis+Scott+%2C+Post+Malone+-+Celebrate:209,"Travis Scott , Post Malone - Celebrate","","",,209000,0,false,21opbfqensrqobjzl3lumijsy,2022-03-24T17:38:36Z,"","undefined",,,,,,,,,,,,
spotify:local:::Juice+WRLD+-+Old+Me:184,"Juice WRLD - Old Me","","",,184000,0,false,21opbfqensrqobjzl3lumijsy,2022-03-24T17:42:48Z,"","undefined",,,,,,,,,,,,
spotify:track:5dOxHHMOFAbG3VH23t0xNm,"Righteous","Legends Never Die","Juice WRLD",2020-07-10,242180,74,true,21opbfqensrqobjzl3lumijsy,2022-03-24T17:46:10Z,"melodic rap,emo rap","Grade A Productions/Interscope Records",0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,4
spotify:track:1fCeXjoRExPP2qwSBh2aST,"Black & White","Goodbye & Good Riddance","Juice WRLD",2018-12-10,186945,74,true,21opbfqensrqobjzl3lumijsy,2022-03-24T18:54:02Z,"melodic rap,emo rap","Juice WRLD Mixtape / ISR P&D",0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,4
spotify:track:0Ux97Dqx5amaRrDvHbEfjm,"Banned from TV","Luv Is Rage","Lil Uzi Vert",2015-12-18,177280,49,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:07:44Z,"melodic rap,rage rap","Generation Now/Atlantic",0.69,0.565,11,-5.772,0,0.0854,0.109,0,0.274,0.457,130.025,4
spotify:track:55Q46o5adtSobImSKrrlqW,"Top","Luv Is Rage","Lil Uzi Vert",2015-12-18,236000,70,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:15:11Z,"melodic rap,rage rap","Generation Now/Atlantic",0.776,0.762,0,-4.356,1,0.216,0.193,0,0.18,0.678,120.039,4
spotify:track:2p2DLGuXtnLLClzpmKkyCx,"Enemies","Luv Is Rage","Lil Uzi Vert",2015-12-18,248174,55,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:18:22Z,"melodic rap,rage rap","Generation Now/Atlantic",0.626,0.77,2,-6.368,1,0.25,0.244,0,0.229,0.478,155.738,4
spotify:track:1P7ycI8RxUZVErR2xCPqbA,"Ballin","Luv Is Rage","Lil Uzi Vert",2015-12-18,277587,50,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:20:54Z,"melodic rap,rage rap","Generation Now/Atlantic",0.603,0.77,1,-5.84,0,0.0605,0.188,0,0.112,0.37,122.011,4
spotify:track:1MNdfH2KC5LdEde3JPJ513,"Canadian Goose","Lil Uzi Vert vs. The World","Lil Uzi Vert",2016-05-27,218200,57,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:23:50Z,"melodic rap,rage rap","Generation Now/Atlantic",0.776,0.537,1,-7.604,0,0.197,0.0855,0,0.103,0.238,153.06,4
spotify:track:69M9QCMsCQ5MLsw7BBW0rL,"Hi Roller","Lil Uzi Vert vs. The World","Lil Uzi Vert",2016-05-27,276349,59,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:26:38Z,"melodic rap,rage rap","Generation Now/Atlantic",0.8,0.562,2,-7.366,1,0.0961,0.0307,0,0.243,0.147,132.081,4
spotify:track:0B8QzDH7YWih85V5SEMnyJ,"Money Longer","Lil Uzi Vert vs. The World","Lil Uzi Vert",2016-05-27,198944,78,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:26:41Z,"melodic rap,rage rap","Generation Now/Atlantic",0.795,0.568,5,-7.817,0,0.142,0.0541,0,0.108,0.478,136.173,4
spotify:track:3aJ66zarLOVW4o2nPDxg0g,"Grab the Wheel","Lil Uzi Vert vs. The World","Lil Uzi Vert",2016-05-27,295680,58,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:29:47Z,"melodic rap,rage rap","Generation Now/Atlantic",0.748,0.48,5,-6.37,0,0.14,0.388,0,0.139,0.296,137.835,4
spotify:track:2ANLarE8yHVsLWW21nj79M,"You Was Right","Lil Uzi Vert vs. The World","Lil Uzi Vert",2016-05-27,163944,69,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:29:54Z,"melodic rap,rage rap","Generation Now/Atlantic",0.843,0.359,0,-7.417,1,0.461,0.069,0,0.12,0.156,81.987,4
spotify:track:6Q1NPLtp9IzcXmCutp3Qmo,"Baby Are You Home","Lil Uzi Vert vs. The World","Lil Uzi Vert",2016-05-27,230295,57,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:30:00Z,"melodic rap,rage rap","Generation Now/Atlantic",0.653,0.546,5,-8.818,0,0.282,0.101,0,0.134,0.462,149.975,4
spotify:track:6FfyYWFEk4zd7CgvjBa2ZK,"Team Rocket","Lil Uzi Vert vs. The World","Lil Uzi Vert",2016-05-27,206106,58,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:31:56Z,"melodic rap,rage rap","Generation Now/Atlantic",0.691,0.54,4,-8.818,0,0.0532,0.0907,0,0.175,0.23,132.02,4
spotify:track:4IWGnyOHDrVZEtPWfs4s7q,"Do What I Want","The Perfect LUV Tape","Lil Uzi Vert",2016-08-10,175203,69,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:33:29Z,"melodic rap,rage rap","Generation Now/Atlantic",0.681,0.701,9,-6.336,1,0.0767,0.106,0,0.208,0.398,139.952,4
spotify:track:53iTGmEL4uwHlqUvuKcrQe,"Original Uzi (4 of Us)","The Perfect LUV Tape","Lil Uzi Vert",2016-08-10,166765,50,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:42:23Z,"melodic rap,rage rap","Generation Now/Atlantic",0.81,0.615,10,-8.376,0,0.284,0.0534,0,0.0811,0.596,150.03,4
spotify:track:0VYhxVxH9ijmdHUKsON9Bk,"SideLine Watching (Hold Up)","The Perfect LUV Tape","Lil Uzi Vert",2016-08-10,191033,62,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:46:47Z,"melodic rap,rage rap","Generation Now/Atlantic",0.747,0.553,1,-7.294,1,0.117,0.281,0,0.117,0.262,141.888,4
spotify:track:5wyrQLBbmKdxY6yLNdienj,"I Can Drive","The Perfect LUV Tape","Lil Uzi Vert",2016-08-10,153808,55,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:49:29Z,"melodic rap,rage rap","Generation Now/Atlantic",0.759,0.489,1,-9.141,1,0.321,0.0811,0,0.149,0.346,138.98,4
spotify:track:5MUvVmyKD6bBY0XDeWZjJJ,"You're Lost","The Perfect LUV Tape","Lil Uzi Vert",2016-08-10,158693,59,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:51:59Z,"melodic rap,rage rap","Generation Now/Atlantic",0.764,0.591,1,-7.253,1,0.209,0.172,0,0.215,0.468,146.982,4
spotify:track:4uhvMW7ly7tJil31YYscAN,"Erase Your Social","The Perfect LUV Tape","Lil Uzi Vert",2016-08-10,199993,77,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:54:20Z,"melodic rap,rage rap","Generation Now/Atlantic",0.705,0.609,3,-5.728,1,0.0729,0.694,0,0.234,0.718,140.058,4
spotify:track:2Wc5No77rhsfW2mB9LzXB3,"Ronda (Winners)","The Perfect LUV Tape","Lil Uzi Vert",2016-08-10,216293,57,true,21opbfqensrqobjzl3lumijsy,2022-03-29T19:57:36Z,"melodic rap,rage rap","Generation Now/Atlantic",0.701,0.585,5,-7.613,0,0.132,0.344,0,0.114,0.422,119.634,4
spotify:track:6j0teRL3WdExzqmy334sh5,"Seven Million (feat. Future)","The Perfect LUV Tape","Lil Uzi Vert;Future",2016-08-10,182491,60,true,21opbfqensrqobjzl3lumijsy,2022-03-29T20:00:03Z,"melodic rap,rage rap,rap,trap","Generation Now/Atlantic",0.886,0.629,1,-4.404,0,0.306,0.051,0.00000766,0.121,0.487,158.002,4
spotify:track:6fWcHP8ce2glR9MEUZE7Cs,"444+222","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert",2017-08-25,247347,51,true,21opbfqensrqobjzl3lumijsy,2022-03-29T20:03:14Z,"melodic rap,rage rap","Generation Now/Atlantic",0.791,0.513,10,-6.568,0,0.269,0.0235,0.0000283,0.101,0.481,76.997,4
spotify:track:5evSAk9q0l3TfF5dYDwDBO,"Sauce It Up","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert",2017-08-25,207038,55,true,21opbfqensrqobjzl3lumijsy,2022-03-29T20:05:56Z,"melodic rap,rage rap","Generation Now/Atlantic",0.813,0.528,6,-6.305,0,0.313,0.0715,0,0.125,0.131,79.532,4
spotify:track:7284Lm1fMEABEFBrtMgUWR,"No Sleep Leak","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert",2017-08-25,189229,50,true,21opbfqensrqobjzl3lumijsy,2022-03-29T20:07:50Z,"melodic rap,rage rap","Generation Now/Atlantic",0.788,0.689,8,-7.211,1,0.13,0.0112,0,0.22,0.681,136.045,4
spotify:track:2YQLTpUSFCQo9FEe29YPYs,"The Way Life Goes (feat. Oh Wonder)","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert;Oh Wonder",2017-08-25,221746,57,true,21opbfqensrqobjzl3lumijsy,2022-03-30T18:03:15Z,"melodic rap,rage rap","Generation Now/Atlantic",0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,4
spotify:track:3ozS5DsfzFfrlgZpxEMjb0,"Feelings Mutual","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert",2017-08-25,233645,50,true,21opbfqensrqobjzl3lumijsy,2022-03-30T18:11:15Z,"melodic rap,rage rap","Generation Now/Atlantic",0.585,0.691,0,-6.015,1,0.259,0.105,0,0.088,0.349,125.978,4
spotify:track:2BUXjDhEuVLvEzFI6tabOF,"Neon Guts (feat. Pharrell Williams)","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert;Pharrell Williams",2017-08-25,258789,56,true,21opbfqensrqobjzl3lumijsy,2022-03-30T20:16:06Z,"melodic rap,rage rap","Generation Now/Atlantic",0.859,0.563,1,-6.635,0,0.112,0.0541,0,0.0685,0.412,119.934,4
spotify:track:6e4uygu304YYNYAeISlPgO,"Pretty Mami","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert",2017-08-25,264124,50,true,21opbfqensrqobjzl3lumijsy,2022-03-30T20:23:34Z,"melodic rap,rage rap","Generation Now/Atlantic",0.697,0.531,10,-5.527,0,0.0402,0.409,0,0.142,0.621,139.972,4
spotify:track:3EWaR09H3TkRgaLTIheYFr,"XO Tour Llif3","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert",2017-08-25,182706,59,true,21opbfqensrqobjzl3lumijsy,2022-03-30T20:23:47Z,"melodic rap,rage rap","Generation Now/Atlantic",0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,4
spotify:track:0cGPqSBtm0UJLo1HCziww9,"Dark Queen","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert",2017-08-25,173419,52,true,21opbfqensrqobjzl3lumijsy,2022-03-30T20:23:49Z,"melodic rap,rage rap","Generation Now/Atlantic",0.747,0.606,4,-5.286,1,0.172,0.222,0,0.281,0.2,155.055,4
spotify:track:6jeSBflg8OBRZJchEbKSlV,"How to Talk","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert",2017-08-25,201544,49,true,21opbfqensrqobjzl3lumijsy,2022-03-30T20:28:49Z,"melodic rap,rage rap","Generation Now/Atlantic",0.728,0.73,5,-5.402,1,0.213,0.741,0,0.705,0.736,136.052,4
spotify:track:0Fpen1PTuEnCmOJtUU9Iud,"New Patek","New Patek","Lil Uzi Vert",2018-09-18,343099,70,true,21opbfqensrqobjzl3lumijsy,2022-03-30T20:29:03Z,"melodic rap,rage rap","Generation Now/Atlantic",0.85,0.785,8,-4.963,0,0.345,0.0367,0,0.155,0.718,145.063,4
spotify:track:6nxvVPzS7gnyDthFNvTSxn,"X","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert",2017-08-25,173797,48,true,21opbfqensrqobjzl3lumijsy,2022-03-30T20:30:22Z,"melodic rap,rage rap","Generation Now/Atlantic",0.623,0.58,8,-7.076,1,0.332,0.0043,0,0.394,0.301,163.159,4
spotify:track:6GLujG5wXuXyPjknUFOQVK,"Malfunction","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert",2017-08-25,199211,46,true,21opbfqensrqobjzl3lumijsy,2022-03-30T20:34:28Z,"melodic rap,rage rap","Generation Now/Atlantic",0.427,0.698,1,-6.06,1,0.247,0.34,0,0.0817,0.447,93.611,5
spotify:track:0uxSUdBrJy9Un0EYoBowng,"20 Min","Luv Is Rage 2 (Deluxe)","Lil Uzi Vert",2017-08-25,220586,87,true,21opbfqensrqobjzl3lumijsy,2022-03-30T20:39:45Z,"melodic rap,rage rap","Generation Now/Atlantic",0.773,0.75,8,-4.009,0,0.117,0.109,0,0.174,0.783,123.426,4
spotify:track:19Ec2gbNtQTE44IizcPjtD,"Wassup (feat. Future)","Eternal Atake (Deluxe) - LUV vs. The World 2","Lil Uzi Vert;Future",2020-03-13,193313,55,true,21opbfqensrqobjzl3lumijsy,2022-03-30T20:57:16Z,"melodic rap,rage rap,rap,trap","Generation Now/Atlantic",0.762,0.622,5,-6.293,0,0.223,0.352,0,0.145,0.626,130.019,4
spotify:track:2BjNjFJAQTxqUPGpOnrese,"Come This Way","Eternal Atake (Deluxe) - LUV vs. The World 2","Lil Uzi Vert",2020-03-13,172757,57,true,21opbfqensrqobjzl3lumijsy,2022-03-31T13:47:49Z,"melodic rap,rage rap","Generation Now/Atlantic",0.682,0.741,1,-4.489,1,0.249,0.127,0,0.239,0.619,164.043,4
spotify:track:0AhJag7VI8uFf3mJFsTwvf,"I Can Show You","Eternal Atake (Deluxe) - LUV vs. The World 2","Lil Uzi Vert",2020-03-13,120076,56,true,21opbfqensrqobjzl3lumijsy,2022-03-31T13:47:53Z,"melodic rap,rage rap","Generation Now/Atlantic",0.817,0.656,10,-7.086,0,0.277,0.051,0,0.115,0.314,139.915,4
spotify:track:7vTspUAmMKFkUpKL9HLZNL,"Trap This Way (This Way)","Eternal Atake (Deluxe) - LUV vs. The World 2","Lil Uzi Vert",2020-03-13,185438,57,true,21opbfqensrqobjzl3lumijsy,2022-03-31T13:53:33Z,"melodic rap,rage rap","Generation Now/Atlantic",0.71,0.586,2,-5.331,1,0.381,0.248,0,0.193,0.207,175.987,4
spotify:track:4D7NrSeqkTarBrJ80b2sBc,"Leaders (feat. NAV)","Eternal Atake (Deluxe) - LUV vs. The World 2","Lil Uzi Vert;NAV",2020-03-13,194843,56,true,21opbfqensrqobjzl3lumijsy,2022-03-31T14:00:29Z,"melodic rap,rage rap","Generation Now/Atlantic",0.95,0.654,0,-5.895,0,0.307,0.0744,0,0.138,0.886,132.936,4
spotify:track:0MBbqhCETOfzONwgSAtKpI,"Baby Pluto","Eternal Atake (Deluxe) - LUV vs. The World 2","Lil Uzi Vert",2020-03-13,210261,52,true,21opbfqensrqobjzl3lumijsy,2022-03-31T14:04:15Z,"melodic rap,rage rap","Generation Now/Atlantic",0.772,0.634,10,-6.101,0,0.212,0.135,0,0.432,0.671,160.052,4
spotify:track:6tYSLPxYbqotnpeNRJbEdK,"I'm Sorry","Eternal Atake (Deluxe) - LUV vs. The World 2","Lil Uzi Vert",2020-03-13,211882,45,true,21opbfqensrqobjzl3lumijsy,2022-03-31T14:19:01Z,"melodic rap,rage rap","Generation Now/Atlantic",0.858,0.547,1,-5.822,1,0.29,0.213,0,0.104,0.303,128.02,4
spotify:track:4WQk1ivjM6rphaG8ZDc962,"Bigger Than Life","Eternal Atake (Deluxe) - LUV vs. The World 2","Lil Uzi Vert;WanMor",2020-03-13,192705,48,true,21opbfqensrqobjzl3lumijsy,2022-03-31T14:19:59Z,"melodic rap,rage rap","Generation Now/Atlantic",0.776,0.752,8,-4.711,0,0.193,0.325,0,0.33,0.716,140.013,4
spotify:track:1Xd0PWZV3LCEGzc7fkjTeu,"P2","Eternal Atake (Deluxe) - LUV vs. The World 2","Lil Uzi Vert",2020-03-13,234626,49,true,21opbfqensrqobjzl3lumijsy,2022-03-31T14:41:15Z,"melodic rap,rage rap","Generation Now/Atlantic",0.775,0.72,11,-5.353,0,0.193,0.0236,0,0.114,0.49,155.086,4
spotify:track:3jT2LKH0RSbQ8jIUNFzXm5,"PTSD","PTSD","G Herbo;Juice WRLD;Lil Uzi Vert;Chance the Rapper",2020-02-28,232064,1,true,21opbfqensrqobjzl3lumijsy,2022-03-31T14:49:15Z,"chicago drill,drill,melodic rap,emo rap,rage rap","Machine Entertainment Group",0.883,0.808,1,-3.158,0,0.183,0.0317,0,0.207,0.805,119.012,4
spotify:track:2bSk87AVkCIIC3Bcligq1z,"Life Goes On","Harder Than Ever","Lil Baby;Gunna;Lil Uzi Vert",2018-05-18,247054,76,true,21opbfqensrqobjzl3lumijsy,2022-03-31T14:52:13Z,"melodic rap,rage rap","Quality Control Music, LLC",0.716,0.541,1,-7.909,1,0.149,0.0021,0,0.115,0.387,139.978,4
spotify:track:53MHr9cjIlwet0mpmqNvjC,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)","Go Off","Lil Uzi Vert;Quavo;Travis Scott",2017-03-02,217561,51,false,21opbfqensrqobjzl3lumijsy,2022-03-31T14:55:55Z,"melodic rap,rage rap,rap","Artist Partner",0.733,0.777,8,-2.83,0,0.0791,0.0256,0,0.239,0.724,88.494,4
spotify:track:4pCEIQ6wBVuaJdER5bALtO,"That's a Rack","That's a Rack","Lil Uzi Vert",2019-04-09,236571,59,true,21opbfqensrqobjzl3lumijsy,2022-03-31T15:00:21Z,"melodic rap,rage rap","Generation Now/Atlantic",0.852,0.432,1,-8.04,0,0.501,0.0599,0,0.146,0.258,140.042,4
spotify:track:4Km5HrUvYTaSUfiSGPJeQR,"Bad and Boujee (feat. Lil Uzi Vert)","Culture","Migos;Lil Uzi Vert",2017-04-07,343150,3,true,21opbfqensrqobjzl3lumijsy,2022-03-31T15:16:18Z,"trap,melodic rap,rage rap","Quality Control Music",0.926,0.666,11,-5.314,1,0.244,0.0611,0,0.123,0.168,127.079,4
spotify:track:2NphztefpybiUgnaF0YVNB,"Been Ballin (feat. Lil Uzi Vert)","Steve Aoki Presents Kolony","Steve Aoki;Lil Uzi Vert",2017-07-21,180575,33,true,21opbfqensrqobjzl3lumijsy,2022-03-31T15:20:37Z,"electro house,edm,melodic rap,rage rap","Ultra Records, LLC",0.67,0.915,9,-3.192,0,0.0385,0.0609,0,0.309,0.56,128.014,4
spotify:track:2V2URIj73ZFksArTldfkRW,"Sauce It Up","Sauce It Up","Lil Uzi Vert",2018-02-16,207038,43,true,21opbfqensrqobjzl3lumijsy,2022-03-31T15:21:45Z,"melodic rap,rage rap","Generation Now/Atlantic",0.813,0.528,6,-6.305,0,0.313,0.0715,0,0.125,0.131,79.532,4
spotify:track:7liO3TEHfUqLnIlN54CW1D,"Million Dollar Play","Pluto x Baby Pluto","Future;Lil Uzi Vert",2020-11-13,166636,52,true,21opbfqensrqobjzl3lumijsy,2022-03-31T15:36:38Z,"rap,trap,melodic rap,rage rap","Generation Now/Atlantic",0.839,0.502,0,-5.886,0,0.398,0.11,0,0.115,0.585,150.07,4
spotify:track:5syD6f38Jhckk5g9DgoCta,"Bought A Bad Bitch","Pluto x Baby Pluto","Future;Lil Uzi Vert",2020-11-13,210175,45,true,21opbfqensrqobjzl3lumijsy,2022-03-31T15:46:05Z,"rap,trap,melodic rap,rage rap","Generation Now/Atlantic",0.866,0.72,7,-6.641,0,0.0646,0.112,0,0.172,0.785,136.077,4
spotify:local:Juice+WRLD:Death+Race+For+Love:The+Bees+Knees:164,"The Bees Knees","Death Race For Love","Juice WRLD",,164000,0,false,21opbfqensrqobjzl3lumijsy,2022-05-15T00:34:11Z,"","undefined",,,,,,,,,,,,
spotify:local:Lil+Uzi+Vert:Eternal+Atake:Bust+Me:164,"Bust Me","Eternal Atake","Lil Uzi Vert",,164000,0,false,21opbfqensrqobjzl3lumijsy,2022-05-15T00:50:23Z,"","undefined",,,,,,,,,,,,
spotify:local:Lil+Uzi+Vert:Eternal+Atake:Celebration+Station:177,"Celebration Station","Eternal Atake","Lil Uzi Vert",,177000,0,false,21opbfqensrqobjzl3lumijsy,2022-05-15T01:42:26Z,"","undefined",,,,,,,,,,,,
spotify:local:Lil+Uzi+Vert:Eternal+Atake:Lo+Mein:186,"Lo Mein","Eternal Atake","Lil Uzi Vert",,186000,0,false,21opbfqensrqobjzl3lumijsy,2022-05-15T01:57:17Z,"","undefined",,,,,,,,,,,,
spotify:local:Post+Malone:Removed+Features:Writing+On+The+Wall:133,"Writing On The Wall","Removed Features","Post Malone",,133000,0,false,21opbfqensrqobjzl3lumijsy,2022-05-15T02:11:30Z,"","undefined",,,,,,,,,,,,
spotify:local:Lil+Uzi+Vert:Luv+Is+Rage:7AM:183,"7AM","Luv Is Rage","Lil Uzi Vert",,183000,0,false,21opbfqensrqobjzl3lumijsy,2022-05-15T15:12:11Z,"","undefined",,,,,,,,,,,,
spotify:track:5nueQQgcWsS6JgespEwhAQ,"Chip 'n Dale Rescue Rangers Theme","Chip 'n Dale: Rescue Rangers (Original Soundtrack)","Post Malone",2022-05-20,144720,0,false,21opbfqensrqobjzl3lumijsy,2022-05-20T23:16:15Z,"","Walt Disney Records",0.613,0.702,9,-6.16,1,0.0871,0.00718,0,0.187,0.649,129.844,4
spotify:track:67dU06KGaJHLLlo5Y5bkD2,"Reputation","Twelve Carat Toothache","Post Malone",2022-06-03,248177,57,true,21opbfqensrqobjzl3lumijsy,2022-06-02T23:21:18Z,"","Mercury Records/Republic Records",0.314,0.439,2,-5.726,1,0.0311,0.671,0,0.181,0.364,180.119,4
spotify:local:Post+Malone:Twelve+Carat+Toothache:Cooped+Up:145,"Cooped Up","Twelve Carat Toothache","Post Malone",,145000,0,false,21opbfqensrqobjzl3lumijsy,2022-05-15T00:08:57Z,"","undefined",,,,,,,,,,,,
spotify:track:1NvpO1o8SpkdH3txtJQQc7,"Lemon Tree","Twelve Carat Toothache","Post Malone",2022-06-03,243486,61,true,21opbfqensrqobjzl3lumijsy,2022-06-02T23:21:37Z,"","Mercury Records/Republic Records",0.611,0.584,11,-6.897,0,0.0301,0.083,0,0.432,0.181,116.106,4
spotify:track:6Kfoo60npYPdvNxMPMiDpX,"Wrapped Around Your Finger","Twelve Carat Toothache","Post Malone",2022-06-03,193565,69,false,21opbfqensrqobjzl3lumijsy,2022-06-02T23:21:41Z,"","Mercury Records/Republic Records",0.744,0.628,2,-5.435,1,0.0287,0.0493,0,0.317,0.539,119.966,4
spotify:track:0O6u0VJ46W86TxN9wgyqDj,"I Like You (A Happier Song) (with Doja Cat)","Twelve Carat Toothache","Post Malone;Doja Cat",2022-06-03,192840,79,true,21opbfqensrqobjzl3lumijsy,2022-06-02T23:21:46Z,"","Mercury Records/Republic Records",0.733,0.67,5,-6.009,1,0.0751,0.121,0,0.121,0.472,100.964,4
spotify:track:4IxeKzzxUSEgivgtbSbyIK,"I Cannot Be (A Sadder Song) (with Gunna)","Twelve Carat Toothache","Post Malone;Gunna",2022-06-03,169824,58,true,21opbfqensrqobjzl3lumijsy,2022-06-02T23:21:51Z,"melodic rap","Mercury Records/Republic Records",0.517,0.668,1,-6.012,1,0.116,0.0712,0,0.407,0.646,79.782,4
spotify:track:2meHtZ7N97pJfvTL4hYtfv,"Insane","Twelve Carat Toothache","Post Malone",2022-06-03,169660,55,true,21opbfqensrqobjzl3lumijsy,2022-06-02T23:21:56Z,"","Mercury Records/Republic Records",0.645,0.671,10,-7.208,0,0.0459,0.0597,0.000008,0.11,0.365,82.546,4
spotify:track:6R9c642Hs3tOdLowjYaWt2,"Love/Hate Letter To Alcohol (with Fleet Foxes)","Twelve Carat Toothache","Post Malone;Fleet Foxes",2022-06-03,183816,55,true,21opbfqensrqobjzl3lumijsy,2022-06-02T23:22:11Z,"indie folk,folk,indie","Mercury Records/Republic Records",0.475,0.569,4,-7.073,0,0.0343,0.037,0.00129,0.232,0.0395,108.007,4
spotify:track:2OcSE0EXzgUuqkM1NIJPHJ,"Wasting Angels (with The Kid LAROI)","Twelve Carat Toothache","Post Malone;The Kid LAROI",2022-06-03,243158,60,false,21opbfqensrqobjzl3lumijsy,2022-06-02T23:22:18Z,"","Mercury Records/Republic Records",0.583,0.43,9,-7.748,1,0.0353,0.801,0,0.0867,0.367,84.967,4
spotify:track:7JyFwJC3uRpiNfq7oKafgn,"Euthanasia","Twelve Carat Toothache","Post Malone",2022-06-03,145795,49,true,21opbfqensrqobjzl3lumijsy,2022-06-02T23:22:27Z,"","Mercury Records/Republic Records",0.301,0.303,4,-12.39,1,0.0458,0.177,0.031,0.0979,0.0384,141.997,4
spotify:track:5Ja2u1FPlVxrxeMWEa2dcn,"When I’m Alone","Twelve Carat Toothache","Post Malone",2022-06-03,195110,56,false,21opbfqensrqobjzl3lumijsy,2022-06-02T23:22:33Z,"","Mercury Records/Republic Records",0.485,0.656,10,-6.121,0,0.0528,0.0346,0,0.155,0.106,140.107,4
spotify:track:2GUSz3vtf8jhVXri1CTrQX,"Waiting For A Miracle","Twelve Carat Toothache","Post Malone",2022-06-03,141851,45,true,21opbfqensrqobjzl3lumijsy,2022-06-02T23:22:46Z,"","Mercury Records/Republic Records",0.491,0.278,6,-11.29,1,0.0424,0.8,0.00000199,0.111,0.0718,127.136,4
spotify:track:76OtEYLvPmTGr0XaNF91yq,"Waiting For Never","Twelve Carat Toothache (Deluxe)","Post Malone",2022-06-07,196613,34,false,21opbfqensrqobjzl3lumijsy,2022-06-07T08:25:20Z,"","Mercury Records/Republic Records",0.592,0.84,10,-3.269,1,0.0407,0.116,0,0.204,0.454,151.982,4
spotify:track:7KWJ5dDrRkOTwccFPdSanr,"Hateful","Twelve Carat Toothache (Deluxe)","Post Malone",2022-06-07,178293,30,false,21opbfqensrqobjzl3lumijsy,2022-06-07T08:25:24Z,"","Mercury Records/Republic Records",0.541,0.701,4,-5.669,1,0.0624,0.0333,0.00000102,0.0838,0.237,146.972,4
spotify:track:5JAYDuLRkODlVt6dgoalKk,"Tell Me U Luv Me (with Trippie Redd)","Legends Never Die","Juice WRLD;Trippie Redd",2020-07-10,180129,65,true,21opbfqensrqobjzl3lumijsy,2022-07-22T18:00:24Z,"melodic rap,emo rap","Grade A Productions/Interscope Records",0.66,0.76,2,-5.726,1,0.0787,0.291,0,0.632,0.394,127.984,4
