Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:60PTOzcoFycWBICdumIsFQ,"FOR FUN","RED & WHITE","Lil Uzi Vert",2022-07-23,188059,70,true,21opbfqensrqobjzl3lumijsy,2022-07-24T20:37:03Z,"melodic rap,rage rap","Generation Now/Atlantic",0.775,0.461,7,-6.594,0,0.124,0.157,0,0.0687,0.131,134.028,4
spotify:track:5Utk5LNZFvpTbzMdlMfhle,"GLOCK IN MY PURSE","RED & WHITE","Lil Uzi Vert",2022-07-23,224517,49,true,21opbfqensrqobjzl3lumijsy,2022-07-24T20:37:08Z,"melodic rap,rage rap","Generation Now/Atlantic",0.677,0.56,1,-6.386,1,0.319,0.306,0,0.0974,0.194,139.905,4
spotify:track:2th6kLQPb9HzsgTI5VxHNp,"F.F.","RED & WHITE","Lil Uzi Vert",2022-07-23,190142,52,true,21opbfqensrqobjzl3lumijsy,2022-07-24T20:37:13Z,"melodic rap,rage rap","Generation Now/Atlantic",0.643,0.668,4,-5.915,0,0.04,0.0482,0,0.0995,0.0879,125.026,4
spotify:track:2w9DpxPoDBUws800XKvSx3,"SPACE CADET","RED & WHITE","Lil Uzi Vert",2022-07-25,166690,0,true,21opbfqensrqobjzl3lumijsy,2022-07-26T21:41:11Z,"melodic rap,rage rap","Generation Now/Atlantic",0.696,0.79,2,-5.963,1,0.0457,0.00255,0,0.087,0.213,130.962,4
spotify:track:6QBeuZlfVj4Xd5QhpFOoIw,"FLEX UP","RED & WHITE","Lil Uzi Vert",2022-07-25,167555,0,true,21opbfqensrqobjzl3lumijsy,2022-07-26T21:41:17Z,"melodic rap,rage rap","Generation Now/Atlantic",0.735,0.609,1,-3.946,1,0.167,0.0093,0,0.123,0.182,156.996,4
spotify:track:20XzQ1EHH3FaNioIYNalOb,"I KNOW","RED & WHITE","Lil Uzi Vert",2022-07-25,192137,0,true,21opbfqensrqobjzl3lumijsy,2022-07-26T21:41:27Z,"melodic rap,rage rap","Generation Now/Atlantic",0.821,0.726,1,-5.767,1,0.156,0.0337,0,0.0564,0.757,134.977,4
spotify:track:5NuwAiMnqnvB5R3enHKWFA,"HITTIN MY SHOULDER","RED & WHITE","Lil Uzi Vert",2022-07-25,146645,0,true,21opbfqensrqobjzl3lumijsy,2022-07-26T21:41:32Z,"melodic rap,rage rap","Generation Now/Atlantic",0.808,0.715,1,-3.64,1,0.06,0.00481,0,0.119,0.203,146.016,4
spotify:local:::Juice+Wrld+DID+without+dj+khaled:196,"Juice Wrld DID without dj khaled","","",,196000,0,false,21opbfqensrqobjzl3lumijsy,2022-09-06T15:08:33Z,"","undefined",,,,,,,,,,,,
spotify:local:::Keep+The+Bullshit+-+Tyla+x+Post+-+%2804-08-21%29:220,"Keep The Bullshit - Tyla x Post - (04-08-21)","","",,220000,0,false,21opbfqensrqobjzl3lumijsy,2022-10-17T16:42:23Z,"","undefined",,,,,,,,,,,,
spotify:track:4UpAQpJFTbd6aAmtpyiR73,"Moncler Year","Moncler Year","Zurando",1974-05-06,167131,0,true,21opbfqensrqobjzl3lumijsy,2022-12-10T14:53:13Z,"","4510386 Records DK",0.702,0.603,8,-5.989,1,0.0961,0.0447,0,0.116,0.206,137.97,4
spotify:track:2yDcSQquR9MHnHsuzdzKpO,"Mood (feat. Lil Uzi Vert)","The Black Tape","DJ Rell;Ms. Danniboo;Lil Uzi Vert",2018-05-08,171312,52,true,21opbfqensrqobjzl3lumijsy,2022-12-10T22:40:00Z,"melodic rap,rage rap","Trap Religion",0.775,0.611,6,-6.782,1,0.0521,0.0672,0,0.436,0.581,137.042,4
spotify:track:6nO3tr47nr2P7f3hXb8JIo,"Champion (feat. Travis Scott)","RECKLESS","NAV;Travis Scott",2018-05-18,195053,65,true,21opbfqensrqobjzl3lumijsy,2022-12-11T02:37:37Z,"melodic rap,rap","Republic Records",0.643,0.782,5,-3.395,0,0.0476,0.384,0,0.108,0.393,162.006,4
spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,"10 Freaky Girls (with 21 Savage)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin;21 Savage",2018-11-06,208293,73,true,21opbfqensrqobjzl3lumijsy,2022-12-11T14:32:40Z,"","Republic Records",0.797,0.353,6,-9.931,0,0.369,0.59,0,0.102,0.0731,87.997,4
spotify:track:4JM00ZVJNlHeNN9LuC5QxP,"High With Friends","High With Friends","Cristine Krizan",1974-10-16,144613,0,true,21opbfqensrqobjzl3lumijsy,2022-12-20T15:07:26Z,"","Cristine STS",0.783,0.518,5,-8.853,1,0.0777,0.0653,0,0.091,0.181,100.031,4
spotify:track:5274I4mUMnYczyeXkGDWZN,"Fine China","Future & Juice WRLD Present... WRLD ON DRUGS","Future;Juice WRLD",2018-10-19,141586,71,true,21opbfqensrqobjzl3lumijsy,2022-12-21T11:55:43Z,"rap,trap,melodic rap,emo rap","Epic/Freebandz/Grade A/Interscope",0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.126,0.551,166.111,4
spotify:track:7DOlaVn3sXqFMP7MIWwAqf,"Infatuated","7 Vibez","Jesus Honcho",2018-07-17,147615,46,true,21opbfqensrqobjzl3lumijsy,2022-12-30T23:01:41Z,"","Cinematic Music Group",0.748,0.779,1,-4.28,1,0.0498,0.0312,0,0.0721,0.326,130.027,4
spotify:track:4VINop92QeYcJDuSvIUlXs,"On Time","On Time","Justinz",2003-10-22,195512,0,true,21opbfqensrqobjzl3lumijsy,2023-01-05T21:41:20Z,"","Justinz",0.684,0.429,2,-13.373,1,0.0331,0.0762,0,0.119,0.222,142,4
spotify:track:7iHHxY2NLlJRAmlAmC4ahQ,"Stuck In A Dream (feat. Gunna)","Certified Hitmaker","Lil Mosey;Gunna",2019-11-08,123560,68,true,21opbfqensrqobjzl3lumijsy,2023-01-13T13:01:11Z,"melodic rap","Mogul Vision/Interscope Records",0.748,0.648,10,-6.445,0,0.0816,0.484,0,0.126,0.726,139.952,4
spotify:track:6eSU1exzDvBEXmBRxspeh5,"Shots","We Love You Tecca","Lil Tecca",2019-08-30,109373,62,true,21opbfqensrqobjzl3lumijsy,2023-01-15T12:06:17Z,"melodic rap,rap","Republic Records",0.829,0.582,7,-5.721,0,0.0415,0.525,0,0.0759,0.51,108.028,4
spotify:track:6XO8RlYuJCiI0v3IA48FeJ,"Bye Bye","Bye Bye","Marshmello;Juice WRLD",2022-10-14,108498,68,true,21opbfqensrqobjzl3lumijsy,2023-01-15T16:50:48Z,"edm,melodic rap,emo rap","Joytime Collective/Grade A Productions/Interscope Records",0.65,0.542,6,-5.389,1,0.0327,0.0575,0,0.367,0.218,83.074,4
spotify:track:4KgNtIiPXn8O98PV5kow5S,"Drugs Are My Friends","Drugs Are My Friends","TheOwner",1974-10-16,154723,0,true,21opbfqensrqobjzl3lumijsy,2023-01-20T15:27:49Z,"","Owned STS",0.733,0.485,10,-8.367,1,0.163,0.346,0,0.118,0.268,139.888,4
spotify:track:0MZ2kETP6klE6mn7UlVoEP,"Social Anxiety","Social Anxiety","Skye",2020-09-29,127448,41,false,21opbfqensrqobjzl3lumijsy,2023-01-20T16:29:20Z,"emo rap","Dream LLC",0.624,0.652,9,-7.595,1,0.0361,0.0384,0,0.0675,0.654,145.033,4
spotify:track:4VMiNOpnjRwSCwmHaUfOMM,"Realer N Realer","Future & Juice WRLD Present... WRLD ON DRUGS","Future;Juice WRLD",2018-10-19,170920,64,true,21opbfqensrqobjzl3lumijsy,2023-01-21T05:31:50Z,"rap,trap,melodic rap,emo rap","Epic/Freebandz/Grade A/Interscope",0.73,0.465,1,-6.29,1,0.278,0.0117,0,0.28,0.367,148.028,4
spotify:track:669gYFBhezfYPXQP1hBMOX,"Heart In Pieces","Pluto x Baby Pluto (Deluxe)","Future;Lil Uzi Vert",2020-11-13,196834,60,true,21opbfqensrqobjzl3lumijsy,2023-01-22T04:27:16Z,"rap,trap,melodic rap,rage rap","Generation Now/Atlantic",0.872,0.699,1,-6.127,1,0.0487,0.276,0,0.103,0.725,138.929,4
spotify:track:2valEc5TEUFrLoM5YxfBy2,"Dirty Soda","Dirty Soda","Starzzz",2023-01-03,221268,0,true,21opbfqensrqobjzl3lumijsy,2023-01-24T13:01:06Z,"","Starzz",0.863,0.378,7,-13.341,1,0.204,0.105,0,0.293,0.345,134.923,4
spotify:track:7zLYKWcXnYeHHWidalz7rj,"Noticed","Northsbest (Extended)","Lil Mosey",2018-10-19,165000,75,true,21opbfqensrqobjzl3lumijsy,2023-01-24T15:36:44Z,"melodic rap","Mogul Vision/Interscope Records",0.699,0.558,11,-7.622,1,0.0603,0.462,0,0.116,0.493,79.992,4
spotify:track:5de9Ho64dovuQI8Uhn5gPD,"I Don't Wanna Do This Anymore","Revenge","XXXTENTACION",2017-05-16,87560,73,true,21opbfqensrqobjzl3lumijsy,2023-01-25T00:38:51Z,"emo rap","Bad Vibes Forever / EMPIRE",0.433,0.778,4,-7.681,1,0.041,0.843,0,0.139,0.764,114.208,4
spotify:track:4Y4Xmm8OLUJSdR9OkaxV97,"Baby Sasuke","Pluto x Baby Pluto (Deluxe)","Future;Lil Uzi Vert",2020-11-13,210410,53,true,21opbfqensrqobjzl3lumijsy,2023-01-25T12:13:49Z,"rap,trap,melodic rap,rage rap","Generation Now/Atlantic",0.66,0.633,3,-5.782,0,0.149,0.689,0,0.129,0.715,145.995,4
spotify:track:5ExHDzOoOhC4xZGPh9zyQZ,"Shorty","Future & Juice WRLD Present... WRLD ON DRUGS","Future;Juice WRLD",2018-10-19,121000,57,true,21opbfqensrqobjzl3lumijsy,2023-01-25T20:27:39Z,"rap,trap,melodic rap,emo rap","Epic/Freebandz/Grade A/Interscope",0.795,0.386,10,-10.638,1,0.18,0.245,0,0.0973,0.619,131.971,4
spotify:track:2BJSMvOGABRxokHKB0OI8i,"Shoota (feat. Lil Uzi Vert)","Die Lit","Playboi Carti;Lil Uzi Vert",2018-05-11,153800,79,true,21opbfqensrqobjzl3lumijsy,2023-01-25T20:56:42Z,"rage rap,melodic rap","AWGE Label",0.673,0.649,1,-8.433,0,0.196,0.188,0,0.122,0.47,153.075,4
spotify:track:2ZdCrBA52bb4pIG3tOOZiQ,"Dark Queen","Luv Is Rage 2","Lil Uzi Vert",2017-08-25,173419,65,true,21opbfqensrqobjzl3lumijsy,2023-02-18T08:48:45Z,"melodic rap,rage rap","Generation Now/Atlantic",0.747,0.606,4,-5.286,1,0.172,0.222,0,0.281,0.2,155.055,4
spotify:track:5w40ZYhbBMAlHYNDaVJIUu,"Chemical","Chemical","Post Malone",2023-04-14,184013,77,true,21opbfqensrqobjzl3lumijsy,2023-04-14T05:42:43Z,"","Mercury Records/Republic Records",0.49,0.88,2,-4.856,1,0.0435,0.00154,0,0.103,0.392,169.949,4
spotify:local:::Juice+WRLD+-+Cali+Girl+%28Lyrics%29:141,"Juice WRLD - Cali Girl (Lyrics)","","",,141000,0,false,21opbfqensrqobjzl3lumijsy,2023-04-17T20:34:49Z,"","undefined",,,,,,,,,,,,
spotify:local:::Juice+WRLD+-+You%27re+My+Everything+%28Lyrics%29:229,"Juice WRLD - You're My Everything (Lyrics)","","",,229000,0,false,21opbfqensrqobjzl3lumijsy,2023-04-17T20:34:51Z,"","undefined",,,,,,,,,,,,
spotify:local:::cupids+carcass+-+lyrics+-+juice+wrld:131,"cupids carcass - lyrics - juice wrld","","",,131000,0,false,21opbfqensrqobjzl3lumijsy,2023-04-17T20:34:53Z,"","undefined",,,,,,,,,,,,
spotify:track:0gWrMbx6pbdH3n3nsLjE55,"Mourning","Mourning","Post Malone",2023-05-19,147819,61,true,21opbfqensrqobjzl3lumijsy,2023-05-19T19:59:34Z,"","Mercury Records/Republic Records",0.598,0.655,9,-4.568,1,0.0316,0.0849,0,0.284,0.242,74.013,4
spotify:local:Post+Malone:Post+Malone+-+Unreleased:Post+Malone+-+Malibu+ft.+24hrs+-+Unreleased:251,"Post Malone - Malibu ft. 24hrs - Unreleased","Post Malone - Unreleased","Post Malone",,251000,0,false,21opbfqensrqobjzl3lumijsy,2023-06-01T23:06:33Z,"","undefined",,,,,,,,,,,,
spotify:track:4daEMLSZCgZ2Mt7gNm2SRa,"Flooded The Face","Pink Tape","Lil Uzi Vert",2023-06-30,192727,68,true,21opbfqensrqobjzl3lumijsy,2023-06-30T14:29:52Z,"melodic rap,rage rap","Generation Now/Atlantic",0.64,0.609,1,-7.714,0,0.304,0.492,0.00000247,0.152,0.393,131.889,4
spotify:track:3t0ic4mkhvhamrKDkulB8v,"Overdrive","Overdrive","Post Malone",2023-07-14,147679,60,false,21opbfqensrqobjzl3lumijsy,2023-07-15T01:34:01Z,"","Mercury Records/Republic Records",0.555,0.729,1,-5.062,1,0.0443,0.000374,0.000139,0.347,0.482,139.864,4
spotify:track:22VHOlVYBqytsrAqV8yXBK,"Dial Drunk (with Post Malone)","Dial Drunk (with Post Malone)","Noah Kahan;Post Malone",2023-07-18,213817,80,true,21opbfqensrqobjzl3lumijsy,2023-07-18T00:27:24Z,"","Mercury Records/Republic Records",0.669,0.606,8,-7.193,1,0.0292,0.124,0,0.112,0.69,112.108,4
spotify:track:6wOmmoM5nyS6mOyzo9wDjC,"Buyer Beware","AUSTIN","Post Malone",2023-07-28,173481,54,true,21opbfqensrqobjzl3lumijsy,2023-07-28T22:33:48Z,"","Mercury Records/Republic Records",0.643,0.815,7,-4.316,0,0.0596,0.0315,0,0.161,0.406,119.943,4
spotify:track:444vevlQjTnKioLLncteGv,"Something Real","AUSTIN","Post Malone",2023-07-28,205287,62,true,21opbfqensrqobjzl3lumijsy,2023-07-28T22:42:09Z,"","Mercury Records/Republic Records",0.433,0.777,11,-5.105,0,0.0435,0.000263,0,0.366,0.247,135.335,4
spotify:track:3FtQes77xlbS9QTVts7p2u,"Too Cool To Die","AUSTIN","Post Malone",2023-07-28,204952,65,true,21opbfqensrqobjzl3lumijsy,2023-07-28T22:56:40Z,"","Mercury Records/Republic Records",0.582,0.749,0,-5.524,1,0.0389,0.00375,0,0.113,0.433,106.999,4
spotify:track:4mahloUW5K6KeGijwnMGDr,"Sign Me Up","AUSTIN","Post Malone",2023-07-28,198937,59,true,21opbfqensrqobjzl3lumijsy,2023-07-28T22:57:35Z,"","Mercury Records/Republic Records",0.501,0.85,0,-4.591,1,0.0688,0.0000192,0,0.347,0.416,145.834,4
spotify:track:3ZcJaN63FKEMxDWWPefsiW,"Socialite","AUSTIN","Post Malone",2023-07-28,199021,55,true,21opbfqensrqobjzl3lumijsy,2023-07-28T23:02:24Z,"","Mercury Records/Republic Records",0.545,0.712,2,-5.656,1,0.0329,0.0302,0,0.357,0.209,90.902,4
spotify:track:1jekKGHnTIFpOIVRzlbJOW,"Enough Is Enough","AUSTIN (Bonus)","Post Malone",2023-08-02,165175,49,true,21opbfqensrqobjzl3lumijsy,2023-08-02T07:00:38Z,"","Mercury Records/Republic Records",0.491,0.748,0,-5.019,1,0.0324,0.0128,0,0.106,0.379,165.996,4
spotify:track:16umEj2wKmmgYIzgsC1CBF,"Videre","Videre","Blæst",2023-06-16,181443,0,false,21opbfqensrqobjzl3lumijsy,2023-08-13T10:36:39Z,"dansk pop,dansktop","Universal Music A/S",0.79,0.612,1,-5.449,0,0.0384,0.22,0.00000241,0.0848,0.964,126.055,4
spotify:track:26EjM7ZMAnWOKPAuKNOX24,"Laugh It Off","AUSTIN","Post Malone",2023-07-28,246503,57,true,21opbfqensrqobjzl3lumijsy,2023-11-29T15:22:16Z,"","Mercury Records/Republic Records",0.494,0.54,9,-5.807,1,0.0407,0.0141,0.00000105,0.0792,0.248,152.115,4
spotify:track:6V1TqJxtw3P0ouCKICvl9l,"Novacandy","AUSTIN","Post Malone",2023-07-28,197287,58,true,21opbfqensrqobjzl3lumijsy,2023-11-29T15:25:23Z,"","Mercury Records/Republic Records",0.402,0.723,1,-5.067,0,0.0539,0.0358,0,0.176,0.0922,155.053,5
spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Fortnight (feat. Post Malone)","THE TORTURED POETS DEPARTMENT","Taylor Swift;Post Malone",2024-04-18,228965,83,false,21opbfqensrqobjzl3lumijsy,2024-04-19T06:29:17Z,"","Taylor Swift",0.504,0.386,11,-10.976,1,0.0308,0.502,0.0000153,0.0961,0.281,192.004,4
spotify:track:7221xIgOnuakPdLqT0F3nP,"I Had Some Help (Feat. Morgan Wallen)","I Had Some Help","Post Malone;Morgan Wallen",2024-05-10,178205,83,true,21opbfqensrqobjzl3lumijsy,2024-05-10T14:24:26Z,"country","Mercury Records/Republic Records",0.638,0.855,7,-4.86,1,0.0264,0.00757,0,0.245,0.731,127.986,4
spotify:track:5ZLL6wYXeqg0k35ZkDRfhZ,"Pour Me A Drink (Feat. Blake Shelton)","Pour Me A Drink","Post Malone;Blake Shelton",2024-06-21,195122,69,false,21opbfqensrqobjzl3lumijsy,2024-06-21T14:48:50Z,"country","Mercury Records/Post Malone",0.577,0.904,11,-3.817,1,0.033,0.0018,0,0.308,0.861,119.033,4
spotify:track:5crxqqibcvoOQQgg4HjAFQ,"Guy For That (Feat. Luke Combs)","Guy For That","Post Malone;Luke Combs",2024-07-26,164011,66,false,21opbfqensrqobjzl3lumijsy,2024-07-28T16:33:21Z,"country","Mercury Records/Republic Records",0.608,0.914,8,-4.116,1,0.0721,0.00545,0,0.137,0.511,120.01,4
spotify:track:3nI1lZcOKxp4QHG6fCOW6g,"Wrong Ones (Feat. Tim McGraw)","F-1 Trillion: Long Bed","Post Malone;Tim McGraw",2024-08-16,195822,56,true,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"country,classic country","Mercury Records/Post Malone",0.437,0.785,0,-3.846,1,0.0366,0.00593,0,0.143,0.604,162.032,4
spotify:track:5QCOS7bwiz2i3jQqB8KZGS,"Finer Things (Feat. Hank Williams Jr.)","F-1 Trillion: Long Bed","Post Malone;Hank Williams, Jr.",2024-08-16,185533,53,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"outlaw country,classic country,country,honky tonk,country rock","Mercury Records/Post Malone",0.626,0.933,5,-3.48,0,0.0378,0.00512,0,0.393,0.714,123.961,4
spotify:track:2PoE4L4YsgxtCgqBogKc5c,"I Had Some Help (Feat. Morgan Wallen)","F-1 Trillion: Long Bed","Post Malone;Morgan Wallen",2024-08-16,178205,55,true,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"country","Mercury Records/Post Malone",0.638,0.859,0,-4.775,1,0.0263,0.00981,0,0.227,0.794,127.991,4
spotify:track:5JNdWvUQz88ReuMRhbt2a7,"Pour Me A Drink (Feat. Blake Shelton)","F-1 Trillion: Long Bed","Post Malone;Blake Shelton",2024-08-16,195122,54,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"country","Mercury Records/Post Malone",0.579,0.906,11,-3.832,1,0.0336,0.00189,0,0.305,0.893,119.031,4
spotify:track:2jl6rKH9qQsCgmeDytere3,"Have The Heart (Feat. Dolly Parton)","F-1 Trillion: Long Bed","Post Malone;Dolly Parton",2024-08-16,183333,51,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"country,classic country","Mercury Records/Post Malone",0.621,0.79,9,-2.68,1,0.0308,0.0107,0,0.285,0.754,116.977,4
spotify:track:3yjJCbT29Wc8ccWy9yag7l,"What Don't Belong To Me","F-1 Trillion: Long Bed","Post Malone",2024-08-16,207176,54,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"","Mercury Records/Post Malone",0.392,0.907,10,-5.239,1,0.104,0.0972,0,0.148,0.572,84.126,4
spotify:track:150w1WjVxUWycZqTflcDAe,"Goes Without Saying (Feat. Brad Paisley)","F-1 Trillion: Long Bed","Post Malone;Brad Paisley",2024-08-16,212353,51,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"country","Mercury Records/Post Malone",0.466,0.796,11,-4.962,1,0.0308,0.00147,0,0.0848,0.531,78.963,4
spotify:track:65nOJMlffOn2mhgyCLl4eo,"Guy For That (Feat. Luke Combs)","F-1 Trillion: Long Bed","Post Malone;Luke Combs",2024-08-16,164011,53,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"country","Mercury Records/Post Malone",0.607,0.911,8,-4.084,1,0.0715,0.00573,0,0.147,0.478,120.01,4
spotify:track:1gartEVtdwerBS7LDybF2j,"Nosedive (Feat. Lainey Wilson)","F-1 Trillion: Long Bed","Post Malone;Lainey Wilson",2024-08-16,192459,51,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"country","Mercury Records/Post Malone",0.439,0.797,10,-2.998,1,0.0356,0.11,0,0.0814,0.546,154.018,4
spotify:track:7x3lbhchD4MeSflqqMl5AN,"Losers (Feat. Jelly Roll)","F-1 Trillion: Long Bed","Post Malone;Jelly Roll",2024-08-16,209038,52,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"country hip hop,country","Mercury Records/Post Malone",0.609,0.759,0,-4.004,0,0.0287,0.0271,0,0.145,0.445,93.973,4
spotify:track:7CCYpMwDe5eH5PRzJ6owTA,"Devil I've Been (Feat. ERNEST)","F-1 Trillion: Long Bed","Post Malone;ERNEST",2024-08-16,182924,51,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"country","Mercury Records/Post Malone",0.629,0.813,4,-3.365,1,0.0266,0.00464,0,0.0969,0.814,112.011,4
spotify:track:6H5VHVg9TIiX2HFbBhD1aw,"Never Love You Again (Feat. Sierra Ferrell)","F-1 Trillion: Long Bed","Post Malone;Sierra Ferrell",2024-08-16,186861,49,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"americana,bluegrass,alt country","Mercury Records/Post Malone",0.567,0.537,1,-5.027,1,0.0245,0.115,0.0000016,0.271,0.359,107.958,3
spotify:track:7MzbSTn0EYOgLPD77gBpbW,"Missin’ You Like This (Feat. Luke Combs)","F-1 Trillion: Long Bed","Post Malone;Luke Combs",2024-08-16,222781,52,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"country","Mercury Records/Post Malone",0.499,0.712,7,-4.886,1,0.0275,0.0222,0,0.375,0.45,78.986,4
spotify:track:3nrot8erPmV7L5BrPW9mVi,"California Sober (Feat. Chris Stapleton)","F-1 Trillion: Long Bed","Post Malone;Chris Stapleton",2024-08-16,204411,60,true,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"country,outlaw country","Mercury Records/Post Malone",0.466,0.966,0,-3.703,0,0.0401,0.00399,0.0000271,0.287,0.674,92.52,4
spotify:track:1BLk8GO0IOT6GlRvmLIM0d,"Hide My Gun (Feat. HARDY)","F-1 Trillion: Long Bed","Post Malone;HARDY",2024-08-16,220479,51,true,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"country,country rock","Mercury Records/Post Malone",0.506,0.641,7,-5.019,1,0.0393,0.0314,0,0.248,0.381,145.857,4
spotify:track:5YpGtgrW64ZerAxtxqh0w2,"Right About You","F-1 Trillion: Long Bed","Post Malone",2024-08-16,183046,50,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"","Mercury Records/Post Malone",0.44,0.859,5,-5.338,1,0.0344,0.00564,0,0.17,0.747,172.075,4
spotify:track:4l1naE7FrhvBrEkNjtGbSB,"M-E-X-I-C-O (Feat. Billy Strings)","F-1 Trillion: Long Bed","Post Malone;Billy Strings",2024-08-16,155928,50,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"bluegrass,newgrass,jam band,americana","Mercury Records/Post Malone",0.604,0.968,1,-3.417,1,0.0511,0.00834,0,0.349,0.614,127.974,4
spotify:track:4YAHUhyTzxbA5BkMTbvKqb,"Yours","F-1 Trillion: Long Bed","Post Malone",2024-08-16,199438,52,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"","Mercury Records/Post Malone",0.522,0.663,5,-5.249,1,0.0287,0.0908,0,0.28,0.364,148.107,4
spotify:track:1QTNo6sCt8km4v3GyHRNlS,"Fallin’ In Love","F-1 Trillion: Long Bed","Post Malone",2024-08-16,171185,58,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"","Mercury Records/Post Malone",0.626,0.881,9,-3.508,1,0.0278,0.00209,0,0.341,0.676,114.924,4
spotify:track:0b89M5bonRIcsR781e4xGT,"Dead At The Honky Tonk","F-1 Trillion: Long Bed","Post Malone",2024-08-16,213225,59,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"","Mercury Records/Post Malone",0.461,0.87,5,-4.273,0,0.0661,0.0246,0,0.0959,0.606,165.962,4
spotify:track:3G8syjk315Wb6f3mG3rgC1,"Killed A Man","F-1 Trillion: Long Bed","Post Malone",2024-08-16,185608,54,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"","Mercury Records/Post Malone",0.496,0.642,2,-4.536,0,0.0283,0.112,0,0.297,0.467,83.893,4
spotify:track:4ApqBh1Xnrpwx6EbhoUPgq,"Ain’t How It Ends","F-1 Trillion: Long Bed","Post Malone",2024-08-16,201961,62,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"","Mercury Records/Post Malone",0.502,0.809,7,-3.608,1,0.0322,0.0017,0,0.219,0.555,171.952,4
spotify:track:1uukncdtRehiZS3SMHOxYZ,"Hey Mercedes","F-1 Trillion: Long Bed","Post Malone",2024-08-16,202638,63,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"","Mercury Records/Post Malone",0.586,0.902,8,-3.025,1,0.0424,0.00156,0,0.389,0.634,132.058,4
spotify:track:6xz2HtIi1xp4bMKeFJ3krV,"Go To Hell","F-1 Trillion: Long Bed","Post Malone",2024-08-16,267330,51,true,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"","Mercury Records/Post Malone",0.363,0.84,2,-4.31,1,0.0416,0.000586,0,0.332,0.53,124.126,4
spotify:track:3vBTLInbHYx46zZZEpQx1C,"Two Hearts","F-1 Trillion: Long Bed","Post Malone",2024-08-16,206753,52,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"","Mercury Records/Post Malone",0.537,0.476,5,-6.974,1,0.026,0.568,0,0.134,0.5,147.853,4
spotify:track:58BnhZIDqSFWmXsj3UA1Un,"Who Needs You","F-1 Trillion: Long Bed","Post Malone",2024-08-16,169864,55,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"","Mercury Records/Post Malone",0.564,0.808,10,-5.13,0,0.041,0.0545,0,0.366,0.953,164.288,4
spotify:track:4fe6BhZYJJw7XRZk6muwzm,"Back To Texas","F-1 Trillion: Long Bed","Post Malone",2024-08-16,167833,53,false,21opbfqensrqobjzl3lumijsy,2024-08-17T23:03:08Z,"","Mercury Records/Post Malone",0.545,0.837,1,-4.098,1,0.047,0.0147,0,0.344,0.706,134.843,4
spotify:track:2ZlCGeK30BLRNSPC832pNZ,"Forever (feat. Post Malone & Clever)","Changes","Justin Bieber;Post Malone;Clever",2020-02-14,219933,66,false,21opbfqensrqobjzl3lumijsy,2024-08-18T13:29:48Z,"","RBMG/Def Jam",0.824,0.483,8,-5.746,0,0.08,0.538,0.0000149,0.204,0.892,139.98,4
spotify:local:::Polo+G+-+Flex+%28Official+Audio%29+ft.+Juice+WRLD:164,"Polo G - Flex (Official Audio) ft. Juice WRLD","","",,164000,0,false,21opbfqensrqobjzl3lumijsy,2025-03-25T08:08:27Z,"","undefined",,,,,,,,,,,,
